As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance
19-03-2025,Harris-Walters,807,8307,USD,RETAIL LOANS,DEFERRED COSTS,55000,70000
22-03-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,84000
24-03-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,65000
25-03-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,96000,119000
27-03-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,108000
28-03-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,82000
29-03-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,85000
30-03-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,85000
04-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,103000
07-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,94000
08-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,90000
11-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,73000
13-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,91000
15-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,87000
16-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,99000
17-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,96000,117000
21-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,71000
22-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,89000
24-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,62000
27-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,81000
28-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,124000
30-04-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,88000
03-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,94000
04-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,74000
05-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,97000
08-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,87000
09-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,93000
11-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,93000
12-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,114000
13-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,92000,105000
17-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,82000
19-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,96000,100000
20-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,87000
21-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,114000
22-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,107000
23-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,86000,65000
26-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,104000
27-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,97000
31-05-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,72000
01-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,81000
04-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,103000
05-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,88000,88000
13-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,105000
17-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,105000
19-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,84000
20-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,92000,67000
21-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,93000
23-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,88000,99000
25-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,104000
30-06-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,89000
02-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,96000,92000
03-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,95000
04-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,83000
05-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,94000
06-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,78000
07-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,62000
12-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,107000
19-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,73000
20-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,88000,98000
21-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,96000
22-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,80000
23-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,95000
25-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,82000
27-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,96000
29-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,84000
30-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,92000,78000
31-07-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,65000
06-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,81000
07-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,83000
10-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,68000
14-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,84000
17-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,92000,105000
19-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,109000
20-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,82000
21-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,87000
22-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,127000
24-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,92000,92000
25-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,94000
26-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,65000
29-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,88000,71000
30-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,90000
31-08-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,102000
01-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,76000
02-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,96000,100000
03-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,97000
04-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,90000
05-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,100000
06-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,98000
07-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,90000
10-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,96000
11-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,117000
12-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,93000
13-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,97000
14-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,83000
15-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,89000
21-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,97000
23-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,95000
24-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,115000
25-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,68000
26-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,95000
30-09-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,97000
01-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,88000,110000
03-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,97000
07-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,80000
08-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,109000
09-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,91000
10-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,98000
12-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,105000
13-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,110000
15-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,94000
16-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,68000
17-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,116000
19-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,83000
21-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,69000
25-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,91000
26-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,90000
27-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,75000
28-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,83000
29-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,83000
30-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,104000
31-10-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,86000
01-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,74000
02-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,96000,96000
05-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,98000
06-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,79000
08-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,93000
09-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,116000
10-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,103000
14-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,97000
16-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,87000
17-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,85000
18-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,78000
20-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,86000,111000
22-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,90000
24-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,59000
25-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,63000
26-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,91000
27-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,95000
28-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,101000
29-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,83000
30-11-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,86000,100000
02-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,93000,112000
07-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,86000,86000
08-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,69000
09-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,87000
11-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,109000
13-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,94000
14-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,91000
15-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,70000
19-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,98000
20-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,87000,87000
22-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,83000
27-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,86000,86000
28-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,98000,98000
29-12-2024,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,91000
01-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,115000
03-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,80000
05-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,85000
07-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,84000
09-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,86000,77000
11-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,105000
13-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,95000
15-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,105000
17-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,82000
18-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,96000
23-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,81000
24-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,88000,114000
25-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,61000
27-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,61000
29-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,83000
30-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,83000
31-01-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,89000
01-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,97000
03-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,91000
04-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,92000
05-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,84000
06-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,89000
07-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,96000,121000
09-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,95000,95000
11-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,83000
13-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,102000
14-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,97000,102000
17-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,85000
18-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,85000
19-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,96000,73000
20-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,90000
26-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,89000,74000
27-02-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,88000,88000
03-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,84000,83000
04-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,86000,86000
06-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,63000
08-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,83000,83000
09-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,98000
11-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,94000,90000
14-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,81000,87000
15-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,86000,86000
16-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,91000,91000
17-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,90000
18-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,82000,74000
20-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,90000,90000
21-03-2025,Wagner-King,493,1369,USD,COMMERCIAL LOANS,INTEREST RECEIVABLE,85000,85000
23-03-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,22000
24-03-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
25-03-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,27000
26-03-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,31000
27-03-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
28-03-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
01-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
02-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,30000
03-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,31000
04-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,29000
05-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,24000
06-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,29000
07-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,25000
10-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,24000
12-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,29000
16-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
19-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,26000
21-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,38000
23-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,24000
24-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,19000
25-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
26-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,31000
27-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,28000
28-04-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,38000
01-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,33000
02-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,34000
04-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,28000
06-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,37000
07-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,33000
09-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,28000
11-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,25000
12-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,27000
14-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,24000
17-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,34000
18-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,28000,30000
20-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
21-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,25000
27-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
28-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
31-05-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,31000
01-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,27000
03-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,34000
05-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,29000
06-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
07-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
08-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,32000
10-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
11-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,32000,33000
12-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,30000
16-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,27000
17-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,33000,33000
18-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,27000,30000
19-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,29000,29000
21-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,37000
23-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,31000,40000
24-06-2024,Davis Group,313,7389,USD,RETAIL LOANS,INTEREST RECEIVABLE,30000,22000
